bioproject_accession	biosample_id	biosample_accession	env_broad_scale_asserted	env_local_scale_asserted	env_medium_asserted	env_broad_scale_mined	env_local_scale_mined	env_medium_mined
PRJEB55522	31797834	SAMEA112131028	Kap Koebenhagen formation		Sandy sediments			sandy sediment [ENVO:01000118]
PRJEB55522	31797835	SAMEA112131029	Kap Koebenhagen formation		Sandy sediments			sandy sediment [ENVO:01000118]
PRJEB55522	31797836	SAMEA112131030	Kap Koebenhagen formation		Sandy sediments			sandy sediment [ENVO:01000118]
PRJEB55522	31797837	SAMEA112131031	Kap Koebenhagen formation		Sandy sediments			sandy sediment [ENVO:01000118]
PRJEB55522	31797838	SAMEA112131032	Kap Koebenhagen formation		Sandy sediments			sandy sediment [ENVO:01000118]
PRJEB55522	31797839	SAMEA112131033	Kap Koebenhagen formation		Sandy sediments			sandy sediment [ENVO:01000118]
PRJEB55522	31797840	SAMEA112131034	Kap Koebenhagen formation		Sandy sediments			sandy sediment [ENVO:01000118]
PRJEB55522	31797841	SAMEA112131035	Kap Koebenhagen formation		Sandy sediments			sandy sediment [ENVO:01000118]
PRJEB55522	31797842	SAMEA112131036	Kap Koebenhagen formation		Sandy sediments			sandy sediment [ENVO:01000118]
PRJEB55522	31797843	SAMEA112131037	Kap Koebenhagen formation		Sandy sediments			sandy sediment [ENVO:01000118]
PRJEB55522	31797844	SAMEA112131038	Kap Koebenhagen formation		Sandy sediments			sandy sediment [ENVO:01000118]
PRJEB55522	31797845	SAMEA112131039	Kap Koebenhagen formation		Sandy sediments			sandy sediment [ENVO:01000118]
PRJEB55522	31797846	SAMEA112131040	Kap Koebenhagen formation		Sandy sediments			sandy sediment [ENVO:01000118]
PRJEB55522	31797847	SAMEA112131041	Kap Koebenhagen formation		Sandy sediments			sandy sediment [ENVO:01000118]
PRJEB55522	31797848	SAMEA112131042	Kap Koebenhagen formation		Sandy sediments			sandy sediment [ENVO:01000118]
PRJEB55522	31797849	SAMEA112131043	Kap Koebenhagen formation		Sandy sediments			sandy sediment [ENVO:01000118]
PRJEB62460	35503526	SAMEA113534245	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503527	SAMEA113534246	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503528	SAMEA113534247	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503529	SAMEA113534248	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503530	SAMEA113534249	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503531	SAMEA113534250	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503532	SAMEA113534251	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503533	SAMEA113534252	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503534	SAMEA113534253	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503535	SAMEA113534254	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503536	SAMEA113534255	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503537	SAMEA113534256	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503538	SAMEA113534257	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503539	SAMEA113534258	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503540	SAMEA113534259	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503541	SAMEA113534260	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503542	SAMEA113534261	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503543	SAMEA113534262	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503544	SAMEA113534263	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503545	SAMEA113534264	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503546	SAMEA113534265	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503547	SAMEA113534266	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503548	SAMEA113534267	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503549	SAMEA113534268	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503550	SAMEA113534269	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503551	SAMEA113534270	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503552	SAMEA113534271	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503553	SAMEA113534272	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503554	SAMEA113534273	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503555	SAMEA113534274	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503556	SAMEA113534275	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503557	SAMEA113534276	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503558	SAMEA113534277	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503559	SAMEA113534278	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503560	SAMEA113534279	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503561	SAMEA113534280	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503562	SAMEA113534281	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503563	SAMEA113534282	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503564	SAMEA113534283	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503565	SAMEA113534284	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503566	SAMEA113534285	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503567	SAMEA113534286	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503568	SAMEA113534287	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503569	SAMEA113534288	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503570	SAMEA113534289	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503571	SAMEA113534290	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503572	SAMEA113534291	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503573	SAMEA113534292	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503574	SAMEA113534293	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503575	SAMEA113534294	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503576	SAMEA113534295	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503577	SAMEA113534296	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503578	SAMEA113534297	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503579	SAMEA113534298	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503580	SAMEA113534299	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503581	SAMEA113534300	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503582	SAMEA113534301	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503583	SAMEA113534302	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503584	SAMEA113534303	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503585	SAMEA113534304	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503586	SAMEA113534305	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503587	SAMEA113534306	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503588	SAMEA113534307	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503589	SAMEA113534308	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503590	SAMEA113534309	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503591	SAMEA113534310	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503592	SAMEA113534311	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503593	SAMEA113534312	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503594	SAMEA113534313	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503595	SAMEA113534314	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503596	SAMEA113534315	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503597	SAMEA113534316	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503598	SAMEA113534317	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503599	SAMEA113534318	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503600	SAMEA113534319	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503601	SAMEA113534320	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503602	SAMEA113534321	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503603	SAMEA113534322	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503604	SAMEA113534323	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503605	SAMEA113534324	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
PRJEB62460	35503606	SAMEA113534325	urban biome	research facility	sterile water	urban biome [ENVO:01000249]	research facility [ENVO:00000469]	sterile water [ENVO:00005791]
