bioproject_accession	biosample_accession	env_broad_scale	env_local_scale	env_medium
PRJNA545144	SAMN11974080	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974081	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974082	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974083	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974084	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974085	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974086	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974087	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974088	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974089	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974090	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974091	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974092	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974093	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974094	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974095	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974096	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974097	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974098	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974099	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974100	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974101	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974102	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974103	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974104	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974105	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974106	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974107	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974108	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974109	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974110	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974111	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974112	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974113	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA545144	SAMN11974114	ENVO:00000447	ENVO:00000209|ENVO:00000569	ENVO:00002151
PRJNA558772	SAMN12497462	estuarine	surface	estuarine water
PRJNA558772	SAMN12497463	estuarine	surface	estuarine water
PRJNA558772	SAMN12497464	estuarine	surface	estuarine water
PRJNA558772	SAMN12497465	estuarine	surface	estuarine water
PRJNA558772	SAMN12497466	estuarine	surface	estuarine water
PRJNA558772	SAMN12497468	estuarine	surface	estuarine water
PRJNA558772	SAMN12497479	estuarine	surface	estuarine water
PRJNA558772	SAMN12497480	estuarine	surface	estuarine water
PRJNA558772	SAMN12497481	estuarine	surface	estuarine water
PRJNA558772	SAMN12497483	estuarine	surface	estuarine water
PRJNA558772	SAMN12497494	estuarine	surface	estuarine water
PRJNA558772	SAMN12497495	estuarine	surface	estuarine water
PRJNA558772	SAMN12497496	estuarine	surface	estuarine water
PRJNA558772	SAMN12497498	estuarine	surface	estuarine water
PRJNA558772	SAMN12497509	estuarine	surface	estuarine water
PRJNA558772	SAMN12497510	estuarine	surface	estuarine water
PRJNA558772	SAMN12497511	estuarine	surface	estuarine water
PRJNA558772	SAMN12497513	estuarine	surface	estuarine water
PRJNA558772	SAMN12497691			
PRJNA558772	SAMN12497692			
PRJNA558772	SAMN12497693			
PRJNA558772	SAMN12497694			
PRJNA558772	SAMN12497695			
PRJNA558772	SAMN12497696			
PRJNA558772	SAMN12497714			
PRJNA558772	SAMN12497715			
PRJNA558772	SAMN12497716			
PRJNA558772	SAMN12497717			
PRJNA558772	SAMN12497718			
PRJNA558772	SAMN12497719			
PRJNA558772	SAMN12497720			
PRJNA558772	SAMN12497721			
PRJNA558772	SAMN12497722			
PRJNA558772	SAMN12497723			
PRJNA558772	SAMN12497724			
PRJNA558772	SAMN12497725			
PRJNA558772	SAMN12497727			
PRJNA558772	SAMN12497729			
PRJNA558772	SAMN12497731			
PRJNA558772	SAMN12497733			
PRJNA558772	SAMN12497735			
PRJNA558772	SAMN12497736			
PRJNA558772	SAMN12497737			
PRJNA558772	SAMN12497757			
PRJNA558772	SAMN12497758			
PRJNA558772	SAMN12497759			
PRJNA558772	SAMN12497760			
PRJNA558772	SAMN12497761			
PRJNA558772	SAMN12497762			
PRJNA558772	SAMN12497763			
PRJNA558772	SAMN12497764			
PRJNA558772	SAMN12497765			
PRJNA558772	SAMN12497766			
PRJNA558772	SAMN12497767			
PRJNA558772	SAMN12497768			
PRJNA558772	SAMN12497769			
PRJNA558772	SAMN12497770			
PRJNA308326	SAMN12812659			
PRJNA308326	SAMN12812660			
PRJNA308326	SAMN12812713			
PRJNA308326	SAMN12813692			
PRJNA308326	SAMN12814271			
PRJNA308326	SAMN12814273			
PRJNA308326	SAMN12814718			
PRJNA308326	SAMN12815044			
PRJNA577476	SAMN13153325			
PRJNA577476	SAMN13153326			
PRJNA577476	SAMN13153327			
PRJNA577476	SAMN13153328			
PRJNA577476	SAMN13153329			
PRJNA577476	SAMN13153330			
PRJNA577476	SAMN13153331			
PRJNA577476	SAMN13153332			
PRJNA577476	SAMN13153333			
PRJNA577476	SAMN13153334			
PRJNA577476	SAMN13153335			
PRJNA577476	SAMN13153336			
PRJNA577476	SAMN13153337			
PRJNA577476	SAMN13153338			
PRJNA577476	SAMN13153339			
PRJNA577476	SAMN13153340			
PRJNA577476	SAMN13153341			
PRJNA577476	SAMN13153342			
PRJNA577476	SAMN13153343			
PRJNA577476	SAMN13153344			
PRJNA577476	SAMN13153345			
PRJNA577476	SAMN13153346			
PRJNA577476	SAMN13153347			
PRJNA577476	SAMN13153348			
PRJNA577476	SAMN13153349			
PRJNA577476	SAMN13153350			
PRJNA577476	SAMN13153351			
PRJNA577476	SAMN13153352			
PRJNA577476	SAMN13153353			
PRJNA577476	SAMN13153354			
PRJNA577476	SAMN13153355			
PRJNA577476	SAMN13153356			
PRJNA577476	SAMN13153357			
PRJNA577476	SAMN13153358			
PRJNA577476	SAMN13153359			
PRJNA577476	SAMN13153360			
PRJNA577476	SAMN13153361			
PRJNA577476	SAMN13153362			
PRJNA577476	SAMN13153363			
PRJNA577476	SAMN13153364			
PRJNA577476	SAMN13153365			
PRJNA577476	SAMN13153366			
PRJNA577476	SAMN13153367			
PRJNA577476	SAMN13153368			
PRJNA577476	SAMN13153369			
PRJNA577476	SAMN13153370			
PRJNA577476	SAMN13153371			
PRJNA577476	SAMN13153372			
PRJNA577476	SAMN13153373			
PRJNA577476	SAMN13153374			
PRJNA577476	SAMN13153375			
PRJNA577476	SAMN13153376			
PRJNA577476	SAMN13153377			
PRJNA577476	SAMN13153378			
PRJNA577476	SAMN13153379			
PRJNA577476	SAMN13153380			
PRJNA577476	SAMN13153381			
PRJNA577476	SAMN13153382			
PRJNA577476	SAMN13153383			
PRJNA385736	SAMN13671138			
PRJNA385736	SAMN13671139			
PRJNA385736	SAMN13671140			
PRJNA385736	SAMN13671141			
PRJNA385736	SAMN13671142			
PRJNA385736	SAMN13671143			
PRJNA385736	SAMN13671144			
PRJNA385736	SAMN13671145			
PRJNA385736	SAMN13671146			
PRJNA385736	SAMN13671147			
PRJNA385736	SAMN13671148			
PRJNA385736	SAMN13671149			
PRJNA385736	SAMN13671150			
PRJNA385736	SAMN13671151			
PRJNA385736	SAMN13671152			
PRJNA385736	SAMN13671153			
PRJNA385736	SAMN13671154			
PRJNA385736	SAMN13671155			
PRJNA385736	SAMN13671156			
PRJNA385736	SAMN13671157			
PRJNA385736	SAMN13671158			
PRJNA385736	SAMN13671159			
PRJNA385736	SAMN13671160			
PRJNA385736	SAMN13671161			
PRJNA385736	SAMN13671162			
PRJNA385736	SAMN13671163			
PRJNA385736	SAMN13671164			
PRJNA385736	SAMN13671165			
PRJNA385736	SAMN13671166			
PRJNA385736	SAMN13671167			
PRJNA385736	SAMN13671168			
PRJNA385736	SAMN13671169			
PRJNA385736	SAMN13671170			
PRJNA385736	SAMN13671171			
PRJNA385736	SAMN13671172			
PRJNA385736	SAMN13671173			
PRJNA385736	SAMN13671174			
PRJNA385736	SAMN13671175			
PRJNA385736	SAMN13671176			
PRJNA385736	SAMN13671177			
PRJNA385736	SAMN13671178			
PRJNA385736	SAMN13671179			
PRJNA385736	SAMN13671180			
PRJNA385736	SAMN13671181			
PRJNA385736	SAMN13671182			
PRJNA385736	SAMN13671183			
PRJNA385736	SAMN13671184			
PRJNA385736	SAMN13671185			
PRJNA385736	SAMN13671186			
PRJNA385736	SAMN13671187			
PRJNA385736	SAMN13671188			
PRJNA385736	SAMN13671189			
PRJNA385736	SAMN13671190			
PRJNA385736	SAMN13671191			
PRJNA385736	SAMN13671192			
PRJNA385736	SAMN13671193			
PRJNA385736	SAMN13671194			
PRJNA385736	SAMN13671195			
PRJNA385736	SAMN13671196			
PRJNA385736	SAMN13671197			
PRJNA385736	SAMN13671198			
PRJNA385736	SAMN13671199			
PRJNA385736	SAMN13671200			
PRJNA385736	SAMN13671201			
PRJNA385736	SAMN13671202			
PRJNA385736	SAMN13671203			
PRJNA385736	SAMN13671204			
PRJNA385736	SAMN13671205			
PRJNA385736	SAMN13671206			
PRJNA385736	SAMN13671207			
PRJNA385736	SAMN13671208			
PRJNA385736	SAMN13671209			
PRJNA385736	SAMN13671210			
PRJNA385736	SAMN13671211			
PRJNA385736	SAMN13671212			
PRJNA385736	SAMN13671213			
PRJNA385736	SAMN13671214			
PRJNA385736	SAMN13671215			
PRJNA385736	SAMN13671216			
PRJNA385736	SAMN13671217			
PRJNA385736	SAMN13671218			
PRJNA385736	SAMN13671219			
PRJNA385736	SAMN13671220			
PRJNA385736	SAMN13671221			
PRJNA385736	SAMN13671222			
PRJNA385736	SAMN13671223			
PRJNA385736	SAMN13671224			
PRJNA385736	SAMN13671225			
PRJNA385736	SAMN13671226			
PRJNA385736	SAMN13671227			
PRJNA385736	SAMN13671228			
PRJNA385736	SAMN13671229			
PRJNA385736	SAMN13671230			
PRJNA385736	SAMN13671231			
PRJNA385736	SAMN13671232			
PRJNA385736	SAMN13671233			
PRJNA385736	SAMN13671234			
PRJNA385736	SAMN13671235			
PRJNA385736	SAMN13671236			
PRJNA385736	SAMN13671237			
PRJNA385736	SAMN13671238			
PRJNA385736	SAMN13671239			
PRJNA385736	SAMN13671240			
PRJNA385736	SAMN13671241			
PRJNA385736	SAMN13671242			
PRJNA385736	SAMN13671243			
PRJNA385736	SAMN13671244			
PRJNA385736	SAMN13671245			
PRJNA385736	SAMN13671246			
PRJNA385736	SAMN13671247			
PRJNA385736	SAMN13671248			
PRJNA385736	SAMN13671249			
PRJNA385736	SAMN13671250			
PRJNA385736	SAMN13671251			
PRJNA385736	SAMN13671252			
PRJNA385736	SAMN13671253			
PRJNA385736	SAMN13671254			
PRJNA385736	SAMN13671255			
PRJNA385736	SAMN13671256			
PRJNA385736	SAMN13671257			
PRJNA385736	SAMN13671258			
PRJNA385736	SAMN13671259			
PRJNA385736	SAMN13671260			
PRJNA385736	SAMN13671261			
PRJNA385736	SAMN13671262			
PRJNA385736	SAMN13671263			
PRJNA385736	SAMN13671264			
PRJNA385736	SAMN13671265			
PRJNA385736	SAMN13671266			
PRJNA385736	SAMN13671267			
PRJNA385736	SAMN13671268			
PRJNA588686	SAMN13674977			
PRJNA588686	SAMN13674978			
PRJNA608274	SAMN14169515			
PRJNA608274	SAMN14169516			
PRJNA608274	SAMN14169517			
PRJNA608274	SAMN14169518			
PRJNA608274	SAMN14169519			
PRJNA608274	SAMN14169520			
PRJNA608274	SAMN14169521			
PRJNA608274	SAMN14169522			
PRJNA608274	SAMN14169523			
PRJNA608274	SAMN14169524			
PRJNA608274	SAMN14169525			
PRJNA608274	SAMN14169526			
PRJNA608274	SAMN14169527			
PRJNA608274	SAMN14169528			
PRJNA608274	SAMN14169529			
PRJNA608274	SAMN14169530			
PRJNA608274	SAMN14169531			
PRJNA608274	SAMN14169532			
PRJNA608274	SAMN14169533			
PRJNA608274	SAMN14169534			
PRJNA608274	SAMN14169535			
PRJNA608274	SAMN14169536			
PRJNA608274	SAMN14169537			
PRJNA608274	SAMN14169538			
PRJNA608274	SAMN14169539			
PRJNA608274	SAMN14169540			
PRJNA608274	SAMN14169541			
PRJNA608274	SAMN14169542			
PRJNA608274	SAMN14169543			
PRJNA608274	SAMN14169544			
PRJNA608274	SAMN14169545			
PRJNA608274	SAMN14169546			
PRJNA608274	SAMN14169547			
PRJNA608274	SAMN14169548			
PRJNA608274	SAMN14169549			
PRJNA608274	SAMN14169550			
PRJNA608274	SAMN14169551			
PRJNA608274	SAMN14169552			
PRJNA608274	SAMN14169553			
PRJNA608274	SAMN14169554			
PRJNA608274	SAMN14169555			
PRJNA608274	SAMN14169556			
PRJNA608274	SAMN14169557			
PRJNA608274	SAMN14169558			
PRJNA608274	SAMN14169559			
PRJNA608274	SAMN14169560			
PRJNA608274	SAMN14169561			
PRJNA608274	SAMN14169562			
PRJNA608274	SAMN14169563			
PRJNA608274	SAMN14169564			
PRJNA608274	SAMN14169565			
PRJNA608274	SAMN14169566			
PRJNA608274	SAMN14169567			
PRJNA608274	SAMN14169568			
PRJNA608274	SAMN14169569			
PRJNA608274	SAMN14169570			
PRJNA608274	SAMN14169571			
PRJNA608274	SAMN14169572			
PRJNA608274	SAMN14169573			
PRJNA608274	SAMN14169574			
PRJNA608274	SAMN14169575			
PRJNA608274	SAMN14169576			
PRJNA608274	SAMN14169577			
PRJNA608274	SAMN14169578			
PRJNA608274	SAMN14169579			
PRJNA608274	SAMN14169580			
PRJNA608274	SAMN14169581			
PRJNA608274	SAMN14169582			
PRJNA608274	SAMN14169583			
PRJNA608274	SAMN14169584			
PRJNA608274	SAMN14169585			
PRJNA308326	SAMN14514885			
PRJNA308326	SAMN14514886			
PRJNA308326	SAMN14514887			
PRJNA308326	SAMN14515041			
PRJNA308326	SAMN14515042			
PRJNA308326	SAMN14515115			
PRJNA308326	SAMN14515401			
PRJNA308326	SAMN14515616			
PRJNA308326	SAMN14515617			
PRJNA308326	SAMN14515646			
PRJNA308326	SAMN14515729			
PRJNA308326	SAMN14515808			
PRJNA629394	SAMN14775388			
PRJNA629394	SAMN14775389			
PRJNA629394	SAMN14775390			
PRJNA629394	SAMN14775391			
PRJNA629394	SAMN14775392			
PRJNA629394	SAMN14775393			
PRJNA629394	SAMN14775394			
PRJNA629394	SAMN14775395			
PRJNA629394	SAMN14775396			
PRJNA629394	SAMN14775397			
PRJNA629394	SAMN14775398			
PRJNA629394	SAMN14775399			
PRJNA629394	SAMN14775400			
PRJNA629394	SAMN14775401			
PRJNA629394	SAMN14775402			
PRJNA629394	SAMN14775403			
PRJNA629394	SAMN14775404			
PRJNA629394	SAMN14775405			
PRJNA629394	SAMN14775406			
PRJNA629394	SAMN14775407			
PRJNA629394	SAMN14775408			
PRJNA629394	SAMN14775409			
PRJNA629394	SAMN14775410			
PRJNA629394	SAMN14775411			
PRJNA629394	SAMN14775412			
PRJNA629394	SAMN14775413			
PRJNA629394	SAMN14775414			
PRJNA629394	SAMN14775415			
PRJNA629394	SAMN14775416			
PRJNA629394	SAMN14775417			
PRJNA629394	SAMN14775418			
PRJNA629394	SAMN14775419			
PRJNA629394	SAMN14775420			
PRJNA629394	SAMN14775421			
PRJNA629394	SAMN14775422			
PRJNA629394	SAMN14775423			
PRJNA629394	SAMN14775424			
PRJNA629394	SAMN14775425			
PRJNA629394	SAMN14775426			
PRJNA628860	SAMN14784727	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14784728	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14784729	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14784730	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14784731	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14784732	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14784733	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14784734	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14784735	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14784736	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14784737	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14784738	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14784865	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14784866	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14784867	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14784868	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14784869	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14784870	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14784871	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14784872	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14784873	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14784874	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14784875	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14784876	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785100	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785101	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785102	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785103	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785104	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785105	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785106	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785107	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785108	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785109	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785110	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785111	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785197	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785198	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785199	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785200	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785201	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785202	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785203	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785204	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785205	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785206	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785207	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785208	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785265	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785266	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785267	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785268	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785269	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785270	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785271	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785272	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785273	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785274	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785275	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785276	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785431	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785432	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785433	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785434	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785435	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785436	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785437	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785438	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785439	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785440	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785441	ENVO:00000446	missing	ENVO:00001998
PRJNA628860	SAMN14785442	ENVO:00000446	missing	ENVO:00001998
PRJNA632564	SAMN14912143			
PRJNA632564	SAMN14912144			
PRJNA632564	SAMN14912145			
PRJNA632564	SAMN14912146			
PRJNA632564	SAMN14912147			
PRJNA632564	SAMN14912148			
PRJNA632564	SAMN14912149			
PRJNA632564	SAMN14912150			
PRJNA632564	SAMN14912151			
PRJNA632564	SAMN14912152			
PRJNA632564	SAMN14912153			
PRJNA632564	SAMN14912154			
PRJNA632564	SAMN14912155			
PRJNA632564	SAMN14912156			
PRJNA632564	SAMN14912157			
PRJNA632564	SAMN14912158			
PRJNA632564	SAMN14912159			
PRJNA632564	SAMN14912160			
PRJNA632564	SAMN14912161			
PRJNA632564	SAMN14912162			
PRJNA632564	SAMN14912163			
PRJNA632564	SAMN14912164			
PRJNA632564	SAMN14912165			
PRJNA632564	SAMN14912166			
PRJNA632564	SAMN14912167			
PRJNA632564	SAMN14912168			
PRJNA632564	SAMN14912169			
PRJNA632564	SAMN14912170			
PRJNA632564	SAMN14912171			
PRJNA632564	SAMN14912172			
PRJNA632564	SAMN14912173			
PRJNA632564	SAMN14912174			
PRJNA632564	SAMN14912175			
PRJNA632564	SAMN14912176			
PRJNA632564	SAMN14912177			
PRJNA632564	SAMN14912178			
PRJNA632564	SAMN14912179			
PRJNA632564	SAMN14912180			
PRJNA632564	SAMN14912181			
PRJNA632564	SAMN14912182			
PRJNA632564	SAMN14912183			
PRJNA632564	SAMN14912184			
PRJNA632564	SAMN14912185			
PRJNA632564	SAMN14912186			
PRJNA632564	SAMN14912187			
PRJNA632564	SAMN14912188			
PRJNA632564	SAMN14912189			
PRJNA632564	SAMN14912190			
PRJNA632564	SAMN14912191			
PRJNA632564	SAMN14912192			
PRJNA632564	SAMN14912193			
PRJNA632564	SAMN14912194			
PRJNA632564	SAMN14912195			
PRJNA632564	SAMN14912196			
PRJNA632564	SAMN14912197			
PRJNA632564	SAMN14912198			
PRJNA632564	SAMN14912199			
PRJNA632564	SAMN14912200			
PRJNA632564	SAMN14912201			
PRJNA632564	SAMN14912202			
PRJNA632564	SAMN14912203			
PRJNA632564	SAMN14912204			
PRJNA632564	SAMN14912205			
PRJNA632564	SAMN14912206			
PRJNA632564	SAMN14912207			
PRJNA632564	SAMN14912208			
PRJNA632564	SAMN14912209			
PRJNA632564	SAMN14912210			
PRJNA632564	SAMN14912211			
PRJNA640378	SAMN15319600	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319601	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319602	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319603	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319604	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319605	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319606	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319607	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319608	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319609	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319610	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319611	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319612	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319613	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319614	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319615	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319616	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319617	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319618	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319619	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319620	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319621	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319622	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319623	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319624	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319625	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319626	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319627	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319628	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319629	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319630	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319631	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319632	groundwater planktonic microbiome	not applicable	not applicable
PRJNA640378	SAMN15319633	groundwater planktonic microbiome	not applicable	not applicable
